"Documentos","Turma","Disciplina","C.H.","Depto","Cursos - Ano/Sem. - Prioridade","Vagas por Curso","Vagas Calouro Veterano","","Matriculados","Atendidas","Pendentes Prioritárias Sujeitas Aprovação","","Não atendidas Prioritárias Sujeitas Aprovação","","Aprovados","Reprovados","Ausência Remota","Docente(s)","Horário","Modo de Oferta","Tipo de Oferta","Periodicidade","Brave"
"","MAT008315-GEOLOGIA","Cálculo Diferencial e Integral I","60.0","DM","1323E - 1/1 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","35","0","0","0","0","0","0","0","0","Jamil Viana Pereira","Quinta: 14:00-18:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","BGA000715-GEOLOGIA","Química Geral II","60.0","DBGA","1317E - Equivalente 1323E - 1/2 - Obrigatória - Integral","1317E - / 1323E - /","35","65","32","4","0","0","0","0","0","0","0","Ederio Dino Bidoia","Quinta: 08:00-12:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","BGA000715-GEOLOGIA","Química Geral II","60.0","DBGA","1317E - Equivalente 1323E - 1/2 - Obrigatória - Integral","1317E - / 1323E - /","35","65","32","4","0","0","0","0","0","0","0","Ederio Dino Bidoia","Quinta: 08:00-12:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","BGA000815-GEOLOGIA","Biologia para Geologia","60.0","DBGA","1317E - Equivalente 1323E - 1/2 - Obrigatória - Integral","1317E - / 1323E - /","35","65","32","3","0","0","0","0","0","0","0","Heloiza Ferreira Alves do Prado","Segunda: 14:00-18:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","BGA000815-GEOLOGIA","Biologia para Geologia","60.0","DBGA","1317E - Equivalente 1323E - 1/2 - Obrigatória - Integral","1317E - / 1323E - /","35","65","32","3","0","0","0","0","0","0","0","Heloiza Ferreira Alves do Prado","Segunda: 14:00-18:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","DEA002115-ENG.AMB.","Poluição Ambiental","60.0","DEA","0923E - 3/2 - Obrigatória - Integral 0903ES - Equivalente 1317E - Equivalente","0923E - / 0903ES - / 1317E - /15","0","100","0","38","0","0","1","0","0","0","0","Marcus Cesar Avezum Alves de Castro","Segunda: 14:00-18:00 (G3S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","DEA002915-ENG.AMB.","Avaliação de Impactos Ambientais","60.0","DEA","1317E - Equivalente 0923E - 4/2 - Obrigatória - Integral 0903ES - Equivalente","1317E - /15 0923E - / 0903ES - /","0","100","1","30","0","0","1","0","0","0","0","Marcus Cesar Avezum Alves de Castro","Terça: 08:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","FSI226515-GEOLOGIA","Física II","60.0","FSI","1323E - 1/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","32","12","0","0","0","0","0","0","0","Everton Santos Medeiros","Segunda: 08:00-12:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","FSI226515-GEOLOGIA","Física II","60.0","FSI","1323E - 1/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","32","12","0","0","0","0","0","0","0","Everton Santos Medeiros","Segunda: 08:00-12:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GAP233115B-GEOLOGIA","Trabalho de Conclusão de Curso I","60.0","DG","1317E - 5/1 - Obrigatória - Integral","1317E - /","0","100","0","2","0","0","0","0","0","0","0","Guillermo Rafael Beltran Navarro Matheus Lisboa Nobre da Silva","Sábado: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GAP233215A-GEOLOGIA","Trabalho de Conclusão de Curso II","60.0","DG","1317E - 5/2 - Obrigatória - Integral","1317E - /","0","100","0","16","0","0","0","0","0","0","0","Guillermo Rafael Beltran Navarro Matheus Lisboa Nobre da Silva","Sábado: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEA244515-GEOLOGIA","Metodologia Científica","30.0","DG","1317E - 2/2 - Obrigatória - Integral","1317E - /","0","100","0","1","0","0","0","0","0","0","0","Matheus Lisboa Nobre da Silva","Segunda: 08:00-10:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEA246215-GEOLOGIA","Introdução ao Trabalho de Conclusão de Curso","30.0","DG","1317E - 4/2 - Obrigatória - Integral","1317E - /","0","100","0","11","0","0","0","0","0","0","0","Reinaldo Jose Bertini","Terça: 10:00-12:00 (G1S3)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEA247415-GEOLOGIA","Aspectos Geológicos sobre Evolução e Paleobiologia de Vertebrados - Optativa","60.0","DG","1317E - 4/2 - Optativa - Integral","1317E - /","0","100","0","1","0","0","0","0","0","0","0","Reinaldo Jose Bertini","Segunda: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL000915-GEOLOGIA","Geologia Geral II","90.0","DG","1323E - 1/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","32","8","0","0","0","0","0","0","0","Giancarlo Scardia José Alexandre de Jesus Perinotto","Sexta: 14:00-16:00 (G1S1) Sexta: 08:00-12:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL000915-GEOLOGIA","Geologia Geral II","90.0","DG","1323E - 1/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","32","8","0","0","0","0","0","0","0","Giancarlo Scardia José Alexandre de Jesus Perinotto","Sexta: 14:00-16:00 (G1S1) Sexta: 08:00-12:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL001015-GEOLOGIA","Mineralogia Sistemática","90.0","DG","1323E - 1/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","32","12","0","0","0","0","0","0","0","Guillermo Rafael Beltran Navarro","Terça: 14:00-18:00 Quarta: 10:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL001015-GEOLOGIA","Mineralogia Sistemática","90.0","DG","1323E - 1/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","32","12","0","0","0","0","0","0","0","Guillermo Rafael Beltran Navarro","Terça: 14:00-18:00 Quarta: 10:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL001615-GEOLOGIA","Geoestatística","60.0","DG","1323E - 4/2 - Obrigatória - Integral 0923E - Equivalente 0903ES - Equivalente 1317E - Equivalente","1323E - / 0923E - /15 0903ES - /15 1317E - /","0","100","0","44","0","0","0","1","0","0","0","Dionisio Uendro Carlos","Segunda: 08:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL001615-GEOLOGIA","Geoestatística","60.0","DG","1323E - 4/2 - Obrigatória - Integral 0923E - Equivalente 0903ES - Equivalente 1317E - Equivalente","1323E - / 0923E - /15 0903ES - /15 1317E - /","0","100","0","44","0","0","0","1","0","0","0","Dionisio Uendro Carlos","Segunda: 08:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004315-GEOLOGIA","Petrologia Metamórfica","120.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","53","0","0","0","0","0","0","0","Antonio Misson Godoy Regiane Andrade Fumes","Terça: 08:00-12:00 (G1S2) Segunda: 14:00-18:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004315-GEOLOGIA","Petrologia Metamórfica","120.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","53","0","0","0","0","0","0","0","Antonio Misson Godoy Regiane Andrade Fumes","Terça: 08:00-12:00 (G1S2) Segunda: 14:00-18:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004415-GEOLOGIA","Petrologia Sedimentar","60.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","35","0","0","0","0","0","0","0","Lucas Veríssimo Warren Sergio Caetano Filho","Quarta: 08:00-12:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004415-GEOLOGIA","Petrologia Sedimentar","60.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","35","0","0","0","0","0","0","0","Lucas Veríssimo Warren Sergio Caetano Filho","Quarta: 08:00-12:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004515-GEOLOGIA","Topografia e Geodésia","60.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","36","0","0","0","0","0","0","0","Lucas Moreira Furlan","Quinta: 08:00-12:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004515-GEOLOGIA","Topografia e Geodésia","60.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","36","0","0","0","0","0","0","0","Lucas Moreira Furlan","Quinta: 08:00-12:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004615-GEOLOGIA","Geologia de Campo I","60.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","30","0","0","0","0","0","0","0","Matheus Lisboa Nobre da Silva Regiane Andrade Fumes Washington Barbosa Leite Junior","Sexta: 14:00-18:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004615-GEOLOGIA","Geologia de Campo I","60.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","30","0","0","0","0","0","0","0","Matheus Lisboa Nobre da Silva Regiane Andrade Fumes Washington Barbosa Leite Junior","Sexta: 14:00-18:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004715-GEOLOGIA","Paleontologia Geral e Aplicada","90.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","1","33","1","0","0","0","0","0","0","Rosemarie Rohn","Quinta: 14:00-18:00 (G1S2) Sexta: 10:00-12:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004715-GEOLOGIA","Paleontologia Geral e Aplicada","90.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","1","33","1","0","0","0","0","0","0","Rosemarie Rohn","Quinta: 14:00-18:00 (G1S2) Sexta: 10:00-12:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004815-GEOLOGIA","Resistência dos Materiais","60.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","37","1","0","0","0","0","0","0","Rodrigo Irineu Cerri","Terça: 14:00-18:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL004815-GEOLOGIA","Resistência dos Materiais","60.0","DG","1323E - 2/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","37","1","0","0","0","0","0","0","Rodrigo Irineu Cerri","Terça: 14:00-18:00 (G1S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005315-GEOLOGIA","Fotogeologia e Sensoriamento Remoto","90.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","19","0","0","0","0","0","0","0","José Eduardo Zaine Lucas Moreira Furlan","Terça: 14:00-16:00 Terça: 08:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005315-GEOLOGIA","Fotogeologia e Sensoriamento Remoto","90.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","19","0","0","0","0","0","0","0","José Eduardo Zaine Lucas Moreira Furlan","Terça: 14:00-16:00 Terça: 08:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005415-GEOLOGIA","Geologia de Campo II","60.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","24","0","0","0","0","0","0","0","George Luiz Luvizotto José Eduardo Zaine Rodrigo Prudente de Melo","Sexta: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005415-GEOLOGIA","Geologia de Campo II","60.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","24","0","0","0","0","0","0","0","George Luiz Luvizotto José Eduardo Zaine Rodrigo Prudente de Melo","Sexta: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005515-GEOLOGIA","Estratigrafia","90.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","25","0","0","0","0","0","0","0","Giancarlo Scardia José Alexandre de Jesus Perinotto","Segunda: 14:00-16:00 (G1S4) Quinta: 08:00-12:00 (G1S4)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005515-GEOLOGIA","Estratigrafia","90.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","25","0","0","0","0","0","0","0","Giancarlo Scardia José Alexandre de Jesus Perinotto","Segunda: 14:00-16:00 (G1S4) Quinta: 08:00-12:00 (G1S4)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005615-GEOLOGIA","Geotectônica","60.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","26","0","0","0","0","0","0","0","George Luiz Luvizotto Giancarlo Scardia Regiane Andrade Fumes","Quinta: 14:00-18:00 (G1S4)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005615-GEOLOGIA","Geotectônica","60.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","26","0","0","0","0","0","0","0","George Luiz Luvizotto Giancarlo Scardia Regiane Andrade Fumes","Quinta: 14:00-18:00 (G1S4)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005715-GEOLOGIA","Pedologia","60.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","21","0","0","0","0","0","0","0","Vania Silvia Rosolen","Quarta: 08:00-12:00 (G1S4)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005715-GEOLOGIA","Pedologia","60.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","21","0","0","0","0","0","0","0","Vania Silvia Rosolen","Quarta: 08:00-12:00 (G1S4)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005815-GEOLOGIA","Mecânica de Solos e Rochas","90.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","35","0","32","0","0","0","0","0","0","0","Rodrigo Irineu Cerri","Segunda: 08:00-12:00 (G1S4) Sexta: 08:00-10:00 (G1S4)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL005815-GEOLOGIA","Mecânica de Solos e Rochas","90.0","DG","1323E - 3/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","35","0","32","0","0","0","0","0","0","0","Rodrigo Irineu Cerri","Segunda: 08:00-12:00 (G1S4) Sexta: 08:00-10:00 (G1S4)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL006515-GEOLOGIA","Recursos Energéticos","60.0","DG","1323E - 4/2 - Obrigatória - Integral 0923E - Equivalente 0903ES - Equivalente 1317E - Equivalente","1323E - / 0923E - /15 0903ES - /15 1317E - /","0","100","0","30","0","0","0","1","0","0","0","Cesar Augusto Moreira","Terça: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL006515-GEOLOGIA","Recursos Energéticos","60.0","DG","1323E - 4/2 - Obrigatória - Integral 0923E - Equivalente 0903ES - Equivalente 1317E - Equivalente","1323E - / 0923E - /15 0903ES - /15 1317E - /","0","100","0","30","0","0","0","1","0","0","0","Cesar Augusto Moreira","Terça: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL006615-GEOLOGIA","Geologia do Brasil","60.0","DG","1323E - 4/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","32","0","1","0","0","0","0","0","Lucas Veríssimo Warren","Sexta: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL006615-GEOLOGIA","Geologia do Brasil","60.0","DG","1323E - 4/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","0","100","0","32","0","1","0","0","0","0","0","Lucas Veríssimo Warren","Sexta: 14:00-18:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL006715-GEOLOGIA","Hidrogeologia","60.0","DG","1323E - 4/2 - Obrigatória - Integral 0923E - Equivalente 0903ES - Equivalente 1317E - Equivalente","1323E - / 0923E - /15 0903ES - /15 1317E - /","0","100","0","24","0","0","0","0","0","0","0","Chang Hung Kiang","Quinta: 08:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL006715-GEOLOGIA","Hidrogeologia","60.0","DG","1323E - 4/2 - Obrigatória - Integral 0923E - Equivalente 0903ES - Equivalente 1317E - Equivalente","1323E - / 0923E - /15 0903ES - /15 1317E - /","0","100","0","24","0","0","0","0","0","0","0","Chang Hung Kiang","Quinta: 08:00-12:00","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GEL007415-GEOLOGIA","Petrografia de Rochas Sedimentares Aplicada a Reconstruções Paleoambientais, Proveniência e Modelos Diagenéticos - optativa","60.0","DG","1317E - / - Optativa - Integral","1317E - /","0","20","0","5","0","0","0","0","0","0","0","Sergio Caetano Filho","Sexta: 08:00-12:00 (G1S3)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GPA001915-GEOG-INT","Climatologia Dinâmica","60.0","DGPA","1223C - I - 1/2 - Obrigatória - Integral 1223C - N - Equivalente 1317E - Equivalente","1223C - I - / 1223C - N - /5 1317E - /5","40","60","36","7","0","0","0","0","0","0","0","Karime Pechutti Fante","Sexta: 08:00-12:00 (G4S5)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","GPA001915-GEOG-NOT","Climatologia Dinâmica","60.0","DGPA","1223C - N - Equivalente 1223C - I - 1/2 - Obrigatória - Integral 1317E - Equivalente","1223C - N - / 1223C - I - /5 1317E - /5","40","60","30","9","0","1","0","0","0","0","0","Karime Pechutti Fante","Quinta: 19:00-23:00 (G4S5)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","MAT008415-GEOLOGIA","Cálculo Diferencial e Integral II","60.0","DM","1323E - 1/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","32","6","0","0","0","0","0","0","0","Sara Díaz Cardell","Quinta: 14:00-18:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","MAT008415-GEOLOGIA","Cálculo Diferencial e Integral II","60.0","DM","1323E - 1/2 - Obrigatória - Integral 1317E - Equivalente","1323E - / 1317E - /","35","65","32","6","0","0","0","0","0","0","0","Sara Díaz Cardell","Quinta: 14:00-18:00 (G1S1)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
"","PEM630615-GEOLOGIA","Microscopia de Minérios - Optativa","60.0","DG","1317E - / - Optativa - Integral","1317E - /8","0","8","0","8","0","0","0","1","0","0","0","Washington Barbosa Leite Junior","Segunda: 14:00-18:00 (G2S2)","Normal","Somente ACEU e/ou teórica e/ou prática","Semanal","Não"
